1,1,2010,0,18.67,73.57,0,5.029,0,0
1,1,2010,1,17.72,77.49,0,4.38,0,0
1,1,2010,2,16.87,80.3,0,4.388,0,0
1,1,2010,3,16.34,82.2,0,3.89,0,0
1,1,2010,4,15.87,82.8,0,3.396,0,0
1,1,2010,5,15.49,85.5,0,3.306,4.04E-06,0.001122222222222
1,1,2010,6,14.59,88.6,0,2.988,0.01162458,3.22905
1,1,2010,7,15.3,82.1,0,2.895,0.3661001,101.694472222222
1,1,2010,8,17.45,72.29,0,4.408,1.087151,301.986388888889
1,1,2010,9,20.44,63.02,0,4.317,1.860086,516.690555555556
1,1,2010,10,23.33,59.73,0,4.221,2.570387,713.996388888889
1,1,2010,11,25.04,53.47,0,3.692,3.149377,874.826944444444
1,1,2010,12,26.46,54.1,0,2.095,3.534102,981.695
1,1,2010,13,27.38,53.89,0,1.485,3.703362,1028.71166666667
1,1,2010,14,28.79,44.47,0,1.269,3.679106,1021.97388888889
1,1,2010,15,29.18,46.92,0,1.786,3.467952,963.32
1,1,2010,16,29.43,48.58,0,2.688,2.89996,805.544444444445
1,1,2010,17,29.35,50.33,0,2.192,1.928634,535.731666666667
1,1,2010,18,28.48,49.64,0,2.527,1.001905,278.306944444444
1,1,2010,19,27.51,65.27,0,1.47,0.4285355,119.037638888889
1,1,2010,20,25.58,73.18,0,1.208,0.1264812,35.1336666666667
1,1,2010,21,24.07,79.89,0,1.361,0.004069486,1.13041277777778
1,1,2010,22,22.91,83.5,0,1.914,0,0
1,1,2010,23,22.27,82.9,0,1.439,0,0
1,2,2010,0,21.68,84.3,0,1.616,0,0
1,2,2010,1,21.58,83.9,0,1.487,0,0
1,2,2010,2,20.96,89.7,0,0.213,0,0
1,2,2010,3,19.69,94,0,0.793,0,0
1,2,2010,4,19.21,92.7,0,1.151,0,0
1,2,2010,5,18.98,91,0,1.117,0,0
1,2,2010,6,18.69,94.5,0,0.36,0.01258482,3.49578333333333
1,2,2010,7,19.53,85,0,0.526,0.4033013,112.028138888889
1,2,2010,8,22.18,77.26,0,1.866,1.103638,306.566111111111
1,2,2010,9,24.94,63.53,0,2.38,1.896946,526.929444444444
1,2,2010,10,27.21,58.43,0,3.504,2.61554,726.538888888889
1,2,2010,11,28.53,50.35,0,4.106,3.19653,887.925
1,2,2010,12,29.58,46.36,0,3.691,3.577287,993.690833333333
1,2,2010,13,30.53,41.13,0,3.404,3.744224,1040.06222222222
1,2,2010,14,31.15,38.39,0,2.769,3.734027,1037.22972222222
1,2,2010,15,31.69,36.63,0,2.371,3.517094,976.970555555556
